gene_ID	Name	moduleColor	MM	Functional_Category	biological_process	molecular_function
gene:Rv0521	Rv0521	blue	0.594842197	intermediary metabolism and respiration	NA	transferase activity
gene:Rv1898	Rv1898	blue	0.613262928	conserved hypotheticals	NA	NA
gene:Rv2025c	Rv2025c	blue	0.6164016	cell wall and cell processes	metal ion homeostasis, transmembrane transport	transmembrane transport, transporter activity
gene:Rv3189	Rv3189	blue	0.865830336	conserved hypotheticals	NA	transferase activity
gene:Rv0152c	PE2	blue	0.195824623	PE/PPE	NA	NA
gene:Rv2342	Rv2342	blue	0.61457178	conserved hypotheticals	NA	NA
gene:Rv1931c	Rv1931c	blue	0.383815999	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv1991c	mazF6	blue	0.672855622	virulence, detoxification, adaptation	mRNA metabolic process	catalytic activity, acting on RNA, hydrolase activity, DNA binding
gene:Rv3034c	Rv3034c	blue	0.653529607	intermediary metabolism and respiration	NA	transferase activity
gene:Rv0140	Rv0140	blue	0.69355921	conserved hypotheticals	NA	NA
gene:Rv0806c	cpsY	blue	0.665608567	cell wall and cell processes	carbohydrate metabolic process	transferase activity
gene:Rv0762c	Rv0762c	blue	0.558648375	conserved hypotheticals	NA	NA
gene:Rv0919	Rv0919	blue	0.832814207	intermediary metabolism and respiration	NA	transferase activity
gene:Rv1455	Rv1455	blue	0.5804321	conserved hypotheticals	NA	NA
gene:Rv2519	PE26	blue	0.593298785	PE/PPE	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv0387c	Rv0387c	blue	0.47579919	conserved hypotheticals	NA	NA
gene:Rv2020c	Rv2020c	blue	0.680345805	conserved hypotheticals	NA	NA
gene:Rv1956	higA	blue	0.746173889	virulence, detoxification, adaptation	NA	NA
gene:Rv0767c	Rv0767c	blue	0.591380158	conserved hypotheticals	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0802c	Rv0802c	blue	0.644685316	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process, protein maturation, protein modification process	transferase activity
gene:Rv1342c	Rv1342c	blue	0.4023648	cell wall and cell processes	NA	NA
gene:Rv1893	Rv1893	blue	0.606117629	conserved hypotheticals	NA	NA
gene:Rv1811	mgtC	blue	0.292935012	cell wall and cell processes	NA	NA
gene:Rv3359	Rv3359	blue	0.770481785	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv3138	pflA	blue	0.60574295	intermediary metabolism and respiration	NA	transferase activity, lyase activity
gene:Rv0917	betP	blue	0.237325857	cell wall and cell processes	NA	NA
gene:Rv0764c	cyp51	blue	0.634790168	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv2515c	Rv2515c	blue	0.756767699	conserved hypotheticals	NA	DNA binding
gene:Rv0313	Rv0313	blue	0.453022243	conserved hypotheticals	NA	NA
gene:Rv1954A	Rv1954A	blue	0.875143925	unknown	NA	NA
gene:Rv2017	Rv2017	blue	0.705594847	regulatory proteins	NA	DNA binding
gene:Rv2041c	Rv2041c	blue	0.385362082	cell wall and cell processes	NA	NA
gene:Rv0840c	pip	blue	0.70578335699999994	intermediary metabolism and respiration	NA	hydrolase activity, catalytic activity, acting on a protein
gene:Rv3405c	Rv3405c	blue	0.599923902	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv3164c	moxR3	blue	0.706392821	regulatory proteins	NA	hydrolase activity
gene:Rv1038c	esxJ	blue	0.512819803	cell wall and cell processes	NA	NA
gene:Rv3071	Rv3071	blue	0.626784606	conserved hypotheticals	NA	NA
gene:Rv3082c	virS	blue	0.92465489	virulence, detoxification, adaptation	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0188	Rv0188	blue	0.686778631	cell wall and cell processes	NA	NA
gene:Rv2026c	Rv2026c	blue	0.837626753	virulence, detoxification, adaptation	NA	NA
gene:Rv3749c	Rv3749c	blue	0.726812024	conserved hypotheticals	NA	NA
gene:Rv0837c	Rv0837c	blue	0.697801153	conserved hypotheticals	NA	NA
gene:Rv1042c	Rv1042c	blue	0.401825514	insertion seqs and phages	NA	NA
gene:Rv1453	Rv1453	blue	0.740413413	regulatory proteins	NA	NA
gene:Rv2359	zur	blue	0.867487161	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv3270	ctpC	blue	0.622344472	cell wall and cell processes	metal ion homeostasis, transmembrane transport	transmembrane transport, transporter activity, hydrolase activity
gene:Rv2862c	Rv2862c	blue	0.68100097	conserved hypotheticals	NA	NA
gene:Rv1598c	Rv1598c	blue	0.862673198	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv1585c	Rv1585c	blue	0.658563593	insertion seqs and phages	NA	NA
gene:Rv0262c	aac	blue	0.41880024	virulence, detoxification, adaptation	carbohydrate derivative metabolic process	transferase activity
gene:Rv0960	vapC9	blue	0.324263784	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv1946c	lppG	blue	0.684603638	cell wall and cell processes	NA	NA
gene:Rv0123	Rv0123	blue	0.881092904	conserved hypotheticals	NA	NA
gene:Rv2641	cadI	blue	0.460993292	conserved hypotheticals	NA	NA
gene:Rv2322c	rocD1	blue	0.580356946	intermediary metabolism and respiration	cellular amino acid metabolic process	transferase activity
gene:Rv2432c	Rv2432c	blue	0.221243827	conserved hypotheticals	NA	NA
gene:Rv0623	vapB30	blue	0.730833519	virulence, detoxification, adaptation	NA	NA
gene:Rv0047c	Rv0047c	blue	0.812782731	conserved hypotheticals	NA	NA
gene:Rv3743c	ctpJ	blue	0.496530617	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity, hydrolase activity
gene:Rv2117	Rv2117	blue	0.510985096	conserved hypotheticals	NA	NA
gene:Rv1673c	Rv1673c	blue	0.534510085	conserved hypotheticals	NA	NA
gene:Rv1740	vapB34	blue	0.758880207	virulence, detoxification, adaptation	NA	NA
gene:Rv1921c	lppF	blue	0.432975681	cell wall and cell processes	NA	NA
gene:Rv1517	Rv1517	blue	0.554580634	cell wall and cell processes	NA	NA
gene:Rv1888c	Rv1888c	blue	0.862882675	cell wall and cell processes	NA	NA
gene:Rv2318	uspC	blue	0.72915959	cell wall and cell processes	NA	NA
gene:Rv2659c	Rv2659c	blue	0.862837837	insertion seqs and phages	DNA recombination	DNA binding
gene:Rv1804c	Rv1804c	blue	0.821826222	conserved hypotheticals	NA	NA
gene:Rv3829c	Rv3829c	blue	0.509799082	intermediary metabolism and respiration	NA	NA
gene:Rv1048c	Rv1048c	blue	0.812314806	conserved hypotheticals	NA	NA
gene:Rv0918	Rv0918	blue	0.763870731	conserved hypotheticals	regulation of transcription, DNA-templated	NA
gene:Rv0853c	pdc	blue	0.4554351	intermediary metabolism and respiration	NA	NA
gene:Rv0426c	Rv0426c	blue	0.146623042	cell wall and cell processes	NA	NA
gene:Rv3471c	Rv3471c	blue	0.520725101	conserved hypotheticals	NA	NA
gene:Rv1027c	kdpE	blue	0.386733475	regulatory proteins	regulation of transcription, DNA-templated, signaling, intracellular	signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated
gene:Rv3168	Rv3168	blue	0.856521293	virulence, detoxification, adaptation	NA	transferase activity
gene:Rv1892	Rv1892	blue	0.318957953	cell wall and cell processes	NA	NA
gene:Rv0836c	Rv0836c	blue	0.689111521	conserved hypotheticals	NA	NA
gene:Rv0552	Rv0552	blue	0.327373354	conserved hypotheticals	NA	hydrolase activity
gene:Rv0095c	Rv0095c	blue	0.350847877	insertion seqs and phages	NA	NA
gene:Rv0331	Rv0331	blue	0.600494278	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1159A	Rv1159A	blue	0.603836048	conserved hypotheticals	NA	NA
gene:Rv1991A	mazE6	blue	0.651455947	virulence, detoxification, adaptation	detoxification, regulation of transcription, DNA-templated	DNA binding, molecular sequestering activity
gene:Rv1371	Rv1371	blue	0.458358112	cell wall and cell processes	lipid metabolic process	oxidoreductase activity
gene:Rv1520	Rv1520	blue	0.756001396	intermediary metabolism and respiration	NA	NA
gene:Rv1578c	Rv1578c	blue	0.572365887	insertion seqs and phages	NA	NA
gene:Rv1152	Rv1152	blue	0.508409857	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
gene:Rv3549c	Rv3549c	blue	0.565174051	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv3744	nmtR	blue	0.636045908	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv2548A	Rv2548A	blue	0.77712672	conserved hypotheticals	NA	NA
gene:Rv1248c	Rv1248c	blue	0.665381288	intermediary metabolism and respiration	NA	NA
gene:Rv0324	Rv0324	blue	0.608606346	regulatory proteins	regulation of transcription, DNA-templated	transferase activity, regulation of transcription, DNA-templated
gene:Rv2764c	thyA	blue	0.608339887	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity
gene:Rv0712	Rv0712	blue	0.279557108	conserved hypotheticals	protein modification process	oxidoreductase activity
gene:Rv3178	Rv3178	blue	0.484113938	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv1110	lytB2	blue	0.670308419	cell wall and cell processes	NA	NA
gene:Rv3750c	Rv3750c	blue	0.595815255	insertion seqs and phages	NA	NA
gene:Rv1049	Rv1049	blue	0.717715684	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
gene:Rv1891	Rv1891	blue	0.437415605	conserved hypotheticals	NA	NA
gene:Rv0273c	Rv0273c	blue	0.412585685	regulatory proteins	regulation of transcription, DNA-templated	DNA binding
gene:Rv1920	Rv1920	blue	0.592305889	cell wall and cell processes	NA	transferase activity
gene:Rv0979c	Rv0979c	blue	0.804267955	conserved hypotheticals	NA	NA
gene:Rv0624	vapC30	blue	0.244703785	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv2970A	Rv2970A	blue	0.536428887	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv1249c	Rv1249c	blue	0.454063672	cell wall and cell processes	NA	NA
gene:Rv1930c	Rv1930c	blue	0.526290491	conserved hypotheticals	NA	NA
gene:Rv1758	cut1	blue	0.573627273	cell wall and cell processes	NA	hydrolase activity
gene:Rv2828A	Rv2828A	blue	0.554974738	conserved hypotheticals	NA	NA
gene:Rv2307c	Rv2307c	blue	0.410917315	conserved hypotheticals	NA	NA
gene:Rv2212	Rv2212	blue	0.588911639	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, signaling, intracellular	lyase activity, cyclase activity, lipid binding
gene:Rv2866	relG	blue	0.706093827	virulence, detoxification, adaptation	regulation of transcription, DNA-templated	hydrolase activity, DNA binding
gene:Rv1044	Rv1044	blue	0.639361129	conserved hypotheticals	NA	NA
gene:Rv2810c	Rv2810c	blue	0.269182669	insertion seqs and phages	NA	NA
gene:Rv3765c	tcrX	blue	0.049846499	regulatory proteins	metal ion homeostasis, regulation of transcription, DNA-templated, signaling, intracellular	signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated
gene:Rv0347	Rv0347	blue	0.748738131	cell wall and cell processes	NA	NA
gene:Rv1063c	Rv1063c	blue	0.557712162	conserved hypotheticals	lipid metabolic process	hydrolase activity
gene:Rv0494	Rv0494	blue	0.399232317	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0348	Rv0348	blue	0.571837542	regulatory proteins	NA	NA
gene:Rv2658c	Rv2658c	blue	0.819678639	insertion seqs and phages	NA	NA
gene:Rv0351	grpE	blue	0.432089581	virulence, detoxification, adaptation	protein folding	molecular function regulator
gene:Rv2330c	lppP	blue	0.706564977	cell wall and cell processes	NA	NA
gene:Rv2012	Rv2012	blue	0.573565175	conserved hypotheticals	NA	NA
gene:Rv1274	lprB	blue	0.456227511	cell wall and cell processes	NA	NA
gene:Rv0350	dnaK	blue	0.58287599	virulence, detoxification, adaptation	protein modification process, protein folding	protein folding chaperone
gene:Rv1151c	Rv1151c	blue	0.588902677	regulatory proteins	NA	NA
gene:Rv1826	gcvH	blue	0.305150083	intermediary metabolism and respiration	cellular amino acid metabolic process, protein maturation, protein modification process	NA
gene:Rv1999c	Rv1999c	blue	0.58705486	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0560c	Rv0560c	blue	0.272867177	intermediary metabolism and respiration	NA	NA
gene:Rv2401A	Rv2401A	blue	0.576157092	cell wall and cell processes	NA	NA
gene:Rv1403c	Rv1403c	blue	0.477232967	intermediary metabolism and respiration	NA	transferase activity
gene:Rv1186c	Rv1186c	blue	0.655833137	conserved hypotheticals	NA	NA
gene:Rv0352	dnaJ1	blue	0.442674118	virulence, detoxification, adaptation	protein folding, DNA replication	NA
gene:Rv0232	Rv0232	blue	0.64139469	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv2465c	rpiB	blue	0.310397554	intermediary metabolism and respiration	carbohydrate derivative metabolic process, generation of precursor metabolites and energy, carbohydrate metabolic process	isomerase activity
gene:Rv0827c	kmtR	blue	0.273383488	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv2011c	Rv2011c	blue	0.591172013	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
gene:Rv0272c	Rv0272c	blue	0.538988599	conserved hypotheticals	NA	NA
gene:Rv0575c	Rv0575c	blue	0.510421566	intermediary metabolism and respiration	NA	NA
gene:Rv0899	arfA	blue	0.386500564	NULL	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0857	Rv0857	blue	0.647448179	conserved hypotheticals	NA	NA
gene:Rv1960c	parD1	blue	0.574815073	virulence, detoxification, adaptation	detoxification, regulation of transcription, DNA-templated	molecular sequestering activity
gene:Rv1963c	mce3R	blue	0.555431882	regulatory proteins	regulation of transcription, DNA-templated, lipid metabolic process	DNA binding, regulation of transcription, DNA-templated
gene:Rv1153c	omt	blue	0.459850953	lipid metabolism	NA	transferase activity
gene:Rv3254	Rv3254	blue	0.466383047	conserved hypotheticals	NA	NA
gene:Rv1071c	echA9	brown	0.564510008	lipid metabolism	cellular amino acid metabolic process	hydrolase activity
gene:Rv2223c	Rv2223c	brown	0.350042834	cell wall and cell processes	NA	NA
gene:Rv0016c	pbpA	brown	0.822637442	cell wall and cell processes	cell wall organization or biogenesis, carbohydrate derivative metabolic process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1022	lpqU	brown	0.810363449	cell wall and cell processes	carbohydrate derivative metabolic process	transferase activity
gene:Rv3276c	purK	brown	0.707619482	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	lyase activity, ligase activity
gene:Rv0661c	vapC7	brown	0.586118633	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv1386	PE15	brown	0.597907107	PE/PPE	NA	NA
gene:Rv0445c	sigK	brown	0.789962922	information pathways	transcription, DNA-templated, regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv1241	vapB33	brown	0.654547597	virulence, detoxification, adaptation	NA	NA
gene:Rv3808c	glfT2	brown	0.846941085	cell wall and cell processes	cell wall organization or biogenesis, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate metabolic process, lipid metabolic process	transferase activity
gene:Rv0844c	narL	brown	0.725497482	regulatory proteins	regulation of transcription, DNA-templated, signaling, intracellular	DNA binding
gene:Rv3258c	Rv3258c	brown	0.695528344	conserved hypotheticals	NA	NA
gene:Rv1387	PPE20	brown	0.625940841	PE/PPE	NA	NA
gene:Rv2545	vapB18	brown	0.587810922	virulence, detoxification, adaptation	NA	NA
gene:Rv2911	dacB2	brown	0.660413197	cell wall and cell processes	cell wall organization or biogenesis, carbohydrate derivative metabolic process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv3265c	wbbL1	brown	0.794323342	cell wall and cell processes	NA	NA
gene:Rv2335	cysE	brown	0.909184792	intermediary metabolism and respiration	sulfur compound metabolic process, cellular amino acid metabolic process	transferase activity
gene:Rv0526	Rv0526	brown	0.901049115	intermediary metabolism and respiration	protein-containing complex assembly	oxidoreductase activity
